system,dataset,experiment,condition,metric,value
graphmemshield,enterprise_health_finance,provenance_error_robustness,sensitivity_error_0.50,corrupted_sensitive_edges,5
graphmemshield,enterprise_health_finance,provenance_error_robustness,sensitivity_error_0.50,retrieval_leaked_edges,5
graphmemshield,enterprise_health_finance,provenance_error_robustness,sensitivity_error_0.50,response_leaked_edges,6
graphmemshield,enterprise_health_finance,provenance_error_robustness,sensitivity_error_0.50,response_leaked_terms,6
graphmemshield,enterprise_health_finance,strong_generator,baseline_template,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,baseline_template,retrieval_leaked_edges,12
graphmemshield,enterprise_health_finance,strong_generator,baseline_template,response_leaked_edges,6
graphmemshield,enterprise_health_finance,strong_generator,baseline_template,response_leaked_terms,8
graphmemshield,enterprise_health_finance,strong_generator,baseline_local_abstractive,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,baseline_local_abstractive,retrieval_leaked_edges,12
graphmemshield,enterprise_health_finance,strong_generator,baseline_local_abstractive,response_leaked_edges,6
graphmemshield,enterprise_health_finance,strong_generator,baseline_local_abstractive,response_leaked_terms,8
graphmemshield,enterprise_health_finance,strong_generator,baseline_evidence_dump,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,baseline_evidence_dump,retrieval_leaked_edges,12
graphmemshield,enterprise_health_finance,strong_generator,baseline_evidence_dump,response_leaked_edges,6
graphmemshield,enterprise_health_finance,strong_generator,baseline_evidence_dump,response_leaked_terms,8
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_template,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_template,retrieval_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_template,response_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_template,response_leaked_terms,2
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_local_abstractive,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_local_abstractive,retrieval_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_local_abstractive,response_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_local_abstractive,response_leaked_terms,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_evidence_dump,adaptive_queries,8
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_evidence_dump,retrieval_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_evidence_dump,response_leaked_edges,0
graphmemshield,enterprise_health_finance,strong_generator,bounded_b5_evidence_dump,response_leaked_terms,2
graphmemshield,enterprise_health_finance,utility_quality,sydney_hotel_cloudvendor,baseline_relevant_edges,1152
graphmemshield,enterprise_health_finance,utility_quality,sydney_hotel_cloudvendor,defended_relevant_edges,768
graphmemshield,enterprise_health_finance,utility_quality,sydney_hotel_cloudvendor,precision,1.0
graphmemshield,enterprise_health_finance,utility_quality,sydney_hotel_cloudvendor,recall,0.6667
graphmemshield,enterprise_health_finance,utility_quality,sydney_hotel_cloudvendor,f1,0.8
graphmemshield,enterprise_health_finance,utility_quality,diabetes_clinic_appointment,baseline_relevant_edges,1152
graphmemshield,enterprise_health_finance,utility_quality,diabetes_clinic_appointment,defended_relevant_edges,528
graphmemshield,enterprise_health_finance,utility_quality,diabetes_clinic_appointment,precision,1.0
graphmemshield,enterprise_health_finance,utility_quality,diabetes_clinic_appointment,recall,0.4583
graphmemshield,enterprise_health_finance,utility_quality,diabetes_clinic_appointment,f1,0.6286
graphmemshield,enterprise_health_finance,utility_quality,payrollbank_vendor,baseline_relevant_edges,1152
graphmemshield,enterprise_health_finance,utility_quality,payrollbank_vendor,defended_relevant_edges,144
graphmemshield,enterprise_health_finance,utility_quality,payrollbank_vendor,precision,1.0
graphmemshield,enterprise_health_finance,utility_quality,payrollbank_vendor,recall,0.125
graphmemshield,enterprise_health_finance,utility_quality,payrollbank_vendor,f1,0.2222
graphmemshield,enterprise_health_finance,utility_quality,project-a_vendor,baseline_relevant_edges,1152
graphmemshield,enterprise_health_finance,utility_quality,project-a_vendor,defended_relevant_edges,144
graphmemshield,enterprise_health_finance,utility_quality,project-a_vendor,precision,1.0
graphmemshield,enterprise_health_finance,utility_quality,project-a_vendor,recall,0.125
graphmemshield,enterprise_health_finance,utility_quality,project-a_vendor,f1,0.2222
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,leaked_edges_mean,0.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,leaked_edges_ci95_low,0.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,leaked_edges_ci95_high,0.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,utility_mean,0.0011
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,utility_ci95_low,0.0004
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_0,utility_ci95_high,0.0018
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,leaked_edges_mean,1.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,leaked_edges_ci95_low,1.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,leaked_edges_ci95_high,1.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,utility_mean,0.1925
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,utility_ci95_low,0.1925
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_1,utility_ci95_high,0.1925
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,leaked_edges_mean,2.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,leaked_edges_ci95_low,2.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,leaked_edges_ci95_high,2.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,utility_mean,0.3819
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,utility_ci95_low,0.3819
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_2,utility_ci95_high,0.3819
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,leaked_edges_mean,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,leaked_edges_ci95_low,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,leaked_edges_ci95_high,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,utility_mean,0.6667
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,utility_ci95_low,0.6667
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_5,utility_ci95_high,0.6667
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,leaked_edges_mean,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,leaked_edges_ci95_low,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,leaked_edges_ci95_high,3.0
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,utility_mean,0.9048
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,utility_ci95_low,0.9048
graphmemshield,enterprise_health_finance,bounded_sharing_multiseed,budget_10,utility_ci95_high,0.9048
graphmemshield,enterprise_health_finance,adaptive_probe,fixed_budget_6,leaked_edges,9
graphmemshield,enterprise_health_finance,adaptive_probe,fixed_budget_6,query_count,6
graphmemshield,enterprise_health_finance,adaptive_probe,adaptive_budget_6,leaked_edges,12
graphmemshield,enterprise_health_finance,adaptive_probe,adaptive_budget_6,query_count,6
graphmemshield,enterprise_health_finance,llm_adaptive_probe,openai,status,skipped_ModuleNotFoundError
graphmemshield,enterprise_health_finance,blackbox_response,baseline_template,response_chars,59468
graphmemshield,enterprise_health_finance,blackbox_response,baseline_template,leaked_edges,6
graphmemshield,enterprise_health_finance,blackbox_response,baseline_template,leaked_secret_terms,8
graphmemshield,enterprise_health_finance,blackbox_response,baseline_local_abstractive,response_chars,244
graphmemshield,enterprise_health_finance,blackbox_response,baseline_local_abstractive,leaked_edges,3
graphmemshield,enterprise_health_finance,blackbox_response,baseline_local_abstractive,leaked_secret_terms,6
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_template,response_chars,29
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_template,leaked_edges,0
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_template,leaked_secret_terms,0
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_local_abstractive,response_chars,59
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_local_abstractive,leaked_edges,0
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b0_local_abstractive,leaked_secret_terms,0
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_template,response_chars,12772
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_template,leaked_edges,3
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_template,leaked_secret_terms,2
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_local_abstractive,response_chars,157
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_local_abstractive,leaked_edges,0
graphmemshield,enterprise_health_finance,blackbox_response,bounded_b5_local_abstractive,leaked_secret_terms,0
graphmemshield,enterprise_health_finance,blackbox_response,openai,status,skipped_RuntimeError
graphmemshield,enterprise_health_finance,semantic_response_leakage,baseline,lexical_edges,6
graphmemshield,enterprise_health_finance,semantic_response_leakage,baseline,semantic_edges,6
graphmemshield,enterprise_health_finance,semantic_response_leakage,baseline,lexical_terms,8
graphmemshield,enterprise_health_finance,semantic_response_leakage,baseline,semantic_terms,8
graphmemshield,enterprise_health_finance,semantic_response_leakage,bounded_b5,lexical_edges,3
graphmemshield,enterprise_health_finance,semantic_response_leakage,bounded_b5,semantic_edges,3
graphmemshield,enterprise_health_finance,semantic_response_leakage,bounded_b5,lexical_terms,2
graphmemshield,enterprise_health_finance,semantic_response_leakage,bounded_b5,semantic_terms,2
graphmemshield,enterprise_health_finance,session_link,cosine,evaluated_users,24
graphmemshield,enterprise_health_finance,session_link,cosine,top1_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,cosine,top3_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,cosine,mrr,0.0165
graphmemshield,enterprise_health_finance,session_link,wl_kernel,evaluated_users,24
graphmemshield,enterprise_health_finance,session_link,wl_kernel,top1_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,wl_kernel,top3_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,wl_kernel,mrr,0.0137
graphmemshield,enterprise_health_finance,session_link,graph_edit,evaluated_users,24
graphmemshield,enterprise_health_finance,session_link,graph_edit,top1_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,graph_edit,top3_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,graph_edit,mrr,0.015
graphmemshield,enterprise_health_finance,session_link,embedding,evaluated_users,24
graphmemshield,enterprise_health_finance,session_link,embedding,top1_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,embedding,top3_accuracy,0.0
graphmemshield,enterprise_health_finance,session_link,embedding,mrr,0.0191
graphmemshield,enterprise_health_finance,session_link,learned_logreg,evaluated_users,24
graphmemshield,enterprise_health_finance,session_link,learned_logreg,top1_accuracy,1.0
graphmemshield,enterprise_health_finance,session_link,learned_logreg,top3_accuracy,1.0
graphmemshield,enterprise_health_finance,session_link,learned_logreg,mrr,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,retrieved_edges,2304
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,leaked_edges,12
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,response_leaked_edges,6
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,response_leaked_terms,8
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,retrieved_edges,681
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,leaked_edges,3
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,response_leaked_edges,3
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,response_leaked_terms,2
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,qa_accuracy,0.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,retrieved_edges,2304
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,leaked_edges,12
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,response_leaked_edges,3
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,response_leaked_terms,6
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,retrieved_edges,1838
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,leaked_edges,9
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,response_leaked_edges,4
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,response_leaked_terms,8
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,retrieved_edges,2271
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,leaked_edges,13
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,response_leaked_edges,5
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,response_leaked_terms,10
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,retrieved_edges,1980
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,leaked_edges,10
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,response_leaked_edges,5
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,response_leaked_terms,8
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,retrieved_edges,2282
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,leaked_edges,11
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,response_leaked_edges,5
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,response_leaked_terms,9
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,retrieved_edges,2164
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,leaked_edges,10
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,response_leaked_edges,5
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,response_leaked_terms,8
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,retrieved_edges,2292
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,leaked_edges,10
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,response_leaked_edges,5
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,response_leaked_terms,8
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,qa_accuracy,1.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_mean,0.1512
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_ci95_low,0.1253
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_ci95_high,0.177
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_mean,0.0833
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_ci95_low,-0.0045
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_ci95_high,0.1711
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_mean,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_ci95_low,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_ci95_high,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,mean_margin,0.5372
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_mean,0.1744
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_ci95_low,0.1555
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_ci95_high,0.1933
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_mean,0.2
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_ci95_low,0.1185
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_ci95_high,0.2815
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_mean,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_ci95_low,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_ci95_high,2.0
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,mean_margin,0.5372
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_mean,0.1512
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_ci95_low,0.1297
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_ci95_high,0.1727
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_mean,0.1
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_ci95_low,0.0129
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_ci95_high,0.1871
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_mean,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_ci95_low,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_ci95_high,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,mean_margin,0.7814
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_mean,0.1733
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_ci95_low,0.1428
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_ci95_high,0.2037
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_mean,0.1167
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_ci95_low,0.0316
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_ci95_high,0.2017
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_mean,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_ci95_low,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_ci95_high,4.0
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,mean_margin,0.7814
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_mean,0.1791
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_ci95_low,0.1548
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_ci95_high,0.2034
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_mean,0.2167
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_ci95_low,0.1187
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_ci95_high,0.3147
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_mean,5.0
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_ci95_low,5.0
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_ci95_high,5.0
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,mean_margin,1.243
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_mean,0.6128
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_ci95_low,0.5757
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_ci95_high,0.6499
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_mean,0.6333
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_ci95_low,0.568
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_ci95_high,0.6987
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,leaked_edges_mean,3.0
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,cross_session_questions,40
